"nombre_color","nombre_set","set_num"
Red,Hook & Ladder,"6340-1"
Red,JAL Boeing 727,"698-1"
Red,Basic Building Set in Bucket,"1661-2"
Red,Deep Sea Predators,"4506-1"
Red,Dark Shark,"6679-1"
Red,Wave Cops,"4012-1"
Red,Connectors,"5315-1"
Red,MUJI Circus Set,"8785483-1"
Red,"Propellers, Wheels, Rotor Unit","5031-1"
Red,Ultimate Flama,"70339-1"
Red,Republic Fighter Tank,"7679-1"
Red,Basic Building Set,"503-1"
Red,Dirt Bike Transporter,"4433-1"
Red,Holiday Stocking,"40023-1"
Red,Hyperspeed Pursuit,"5973-1"
Red,Marjorie Mouse,"3704-1"
Red,Red/Blue Bricks,"1331-1"
Red,Maverick Storm,"4583-1"
Red,Spider Slayer,"3038-1"
Red,Basic Building Set,"527-1"
Red,Sky Squad,"7212-1"
Red,Fireboat,"7906-1"
Red,Space Transport,"918-1"
Red,Viking Boat against the Wyvern Dragon,"7016-1"
Red,Thunder Raceway,"8125-1"
Red,Power Truck,"8848-1"
Red,Mission 6: Mobile Command Center,"8635-1"
Red,Soccer Target Practice,"3568-1"
Red,Santa,"1127-1"
Red,Valentine Letter Set,"40016-1"
Red,Mission 7: Deep Sea Quest,"8636-1"
Red,Water Plane Chase,"60070-1"
Red,Duplo Post Office,"4662-1"
Red,Advent Calendar 2008 City (Day 11) Table and Pizzas,"7724-12"
Red,Santa's Visit,"40125-1"
Red,Basic Building Set,"1962-1"
Red,"Windscreens, Seats, Steering Wheel","5051-1"
Red,Basic Set,"577-1"
Red,Solar Power Transporter,"6952-1"
Red,Hogwarts Castle (2nd edition),"4757-1"
Red,Treasure Guard,"6029-1"
Red,Smoothie Stand,"30202-1"
Red,Ship,"4018-1"
Red,The Chopper,"2728-1"
Red,Emma’s House,"41095-1"
Red,Dozer,"7685-1"
Red,The Vampyre Castle,"9468-1"
Red,Aquacessories,"6104-1"
Red,Traitor Transport,"6047-1"
Red,Piggy Coin Bank,"40155-1"
Red,Rotor Head,"2759-1"
Red,Stagecoach Escape,"79108-1"
Red,Motorcycle,"1924-1"
Red,Mobile Crane,"955-1"
Red,Aira's Pegasus Sleigh,"41077-1"
Red,Pulley Set,"9614-1"
Red,LEGO Creator Handy Box,"4423-1"
Red,Buggy,"4067-1"
Red,Coastal Rescue Base,"6387-1"
Red,Car,"1606-1"
Red,Transport Chopper,"7345-1"
Red,Steven Spielberg Moviemaker Set,"1349-1"
Red,Raptor Chase,"5884-1"
Red,Supplementary Pack,"1083-1"
Red,Moon Walker,"6516-1"
Red,Function 2008,"6128-1"
Red,Mobile Devastator,"8108-1"
Red,Shelob Attacks,"9470-1"
Red,Robin,"41587-1"
Red,Transparent Windows and Bricks,"5396-1"
Red,"Faces, Fences, Wheels and Windows","9256-1"
Red,Rescue Helicopter and Jeep,"2531-1"
Red,Creative Builder,"45000-1"
Red,Advent Calendar 2015 Friends,"41102-1"
Red,"4x4 with Catamaran","60149-1"
Red,Chick,"1551-1"
Red,Wolverine's Chopper Showdown,"6866-1"
Red,Sunshine Ranch,"41039-1"
Red,Quad Bike,"8262-1"
Red,Connections Kit,"2000413-1"
Red,Advent Calendar 1999 (Day  4) Girl,"1076-5"
Red,Advent Calendar 2000 (Day 22) Truck,"2250-23"
Red,Container Lorry,"1525-1"
Red,Hospital,"555-1"
Red,Freestyle Building Set,"4130-1"
Red,Jungle River,"7410-1"
Red,Tribune,"3308-1"
Red,A World of LEGO Mosaic 9 in 1,"6163-1"
Red,Weighted Brick Pack,"9863-1"
Red,Winter Fun,"40124-1"
Red,Gift Package,"700GP0-1"
Red,Turtle's Little Paradise,"41041-1"
Red,Desert Racer,"42027-1"
Red,"Santa Fe Super Chief, Limited Edition","10020-2"
Red,Lasha's Bite Cycle,"9447-1"
Red,Mini Off-Roader,"42001-1"
Red,Valentine’s Day Heart Box,"40051-1"
Red,Wheels Set,"9387-1"
Red,Freestyle Large Monster Bucket,"1796-1"
Red,Micro Shinto Shrine,TRUNINJAGO-1
Red,TECHNIC Beams [Red],"1224-1"
Red,Advent Calendar 2005 City (Day 15) Mechanic,"7324-16"
Red,Lime Racer,"8192-1"
Red,Dragon Sculpture (Legoland California),llca10-1
Red,Kingdoms Joust,"10223-1"
Red,Police Interceptor,"42047-1"
Red,Space & Airport Set,"9335-1"
Red,Easter Chick,"40202-1"
Red,Holiday Home,"6374-1"
Red,Night Racer,"8647-1"
Red,Mickey's Mansion,"4167-1"
Red,Pilot Bot,NEX271611-1
Red,Pizza Van,"60150-1"
Red,Cannon Battle,"6239-1"
Red,"Santa Fe Cars - Set II (dining, observation, or sleeping car)","10022-1"
Red,Baxter Robot Rampage,"79105-1"
Red,Prison Carriage Rescue,"7949-1"
Red,Heartlake Performance School,"41134-1"
Red,Coca-Cola Goal,"4460-1"
Red,Time Tunnelator,"6495-1"
Red,Shinkai 6500 Submarine,"21100-1"
Red,Community Starter Set,"9389-1"
Red,Basic Building Set,"055-2"
Red,Cornerbricks (System),"417-4"
Red,Winter Toy Shop,"10249-1"
Red,Police Bike,"5679-1"
Red,Jump and Shoot,"3550-1"
Red,Xplode,"7147-1"
Red,Fire Station,"7945-1"
Red,Turaga Dume and Nivawk,"8621-1"
Red,Kaxium V3,"8993-1"
Red,Evo,"6200-2"
Red,Mini-doll Campsite Set,"853556-1"
Red,Basic Building Set,"520-16"
Red,Mouse,"1953-1"
Red,Black Knights Guardshack,"1888-1"
Red,Small Blue Bucket,"7832-1"
Red,My First Farm,"10617-1"
Red,Lewa Uniter of Jungle,"71305-1"
Red,Imperial Trading Post,"6277-1"
Red,Ninja Army Building Set,"851342-1"
Red,Anacondrai Crusher,"70745-1"
Red,Universal Pneumatic Set,"8044-1"
Red,Basic Building Set,"517-1"
Red,Super Set 100,"4216-1"
Red,Advent Calendar 2009 Pirates (Day  5) - Cannon,"6299-6"
Red,Small Cottage,"31009-1"
Red,Muscle Car,"7612-1"
Red,Telehandler,"42061-1"
Red,Universal Building Set,"911-1"
Red,Farm,"9227-1"
Red,Town Environment,"9356-1"
Red,Cole's Power Drill,"70502-1"
Red,Airport,"10590-1"
Red,Garden Playmates,"5840-1"
Red,Merida’s Highland Games,"41051-1"
Red,Cosmic Cruiser,"6890-1"
Red,"Santis (USA version with 6 Cards, Target Promo)","8785-2"
Red,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces,"6638-1"
Red,Animal Playground,"2866-1"
Red,Temple of Airjitzu,"70751-1"
Red,Big Construction Site,"10813-1"
Red,Hagrid's Hut,"4707-1"
Red,Dual FX Racers,"1665-1"
Red,Space Shuttle Explorer,"31066-1"
Red,Sentry,"7711-1"
Red,Deep Sea Scuba Scooter,"60090-1"
Red,Shell Service Station,"325-3"
Red,Snail,"1605-1"
Red,Train Accessory Set,"10506-1"
Red,"12 doors and 5 hinges","906-1"
Red,Riptide Racer,"4002-1"
Red,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks","422-1"
Red,The Tumbler,"76023-1"
Red,Baja Blaster,"8818-1"
Red,Horizon Express,"10233-1"
Red,Riding Stables,"5871-1"
Red,Micro Wheels,"4096-1"
Red,Locomotive Piston Assemblies,"19-2"
Red,First Order Transporter™,"75103-1"
Red,Sea Plane,"7214-1"
Red,Building Stories w/NaNa Bird,"4177-1"
Red,Starter Set 100,"4211-1"
Red,Exploration Mars,"9736-1"
Red,U.S.S. Constellation,"10021-1"
Red,Fort Legoredo,"6769-1"
Red,Aero Booster,"8106-1"
Red,"LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",Annapolis-1
Red,Bowling Alley,"30399-1"
Red,Myke,"41580-1"
Red,Color Line Container Lorry,"2149-1"
Red,Night Lord's Castle,"6097-1"
Red,Animal Allies,"45802-1"
Red,Scooter,"1557-1"
Red,Fairy Island,"5861-1"
Red,Beast Master's Chaos Chariot,"70314-1"
Red,Heroes of Justice: Sky High Battle,"76046-1"
Red,LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack,"71206-1"
Red,Kornmarken Factory 2012,"4000005-1"
Red,Ogrum,"44007-1"
Red,Sopwith Camel,"10226-1"
Red,Skyline,"5526-1"
Red,Gotham City Cycle Chase,"76053-1"
Red,Road & Trail 4x4,"6675-1"
Red,People,"9361-1"
Red,Logging Truck,"9397-1"
Red,Service Station,"344-2"
Red,Vaka-Waka,"41553-1"
Red,Naboo N-1 Starfighter and Vulture Droid,"7660-1"
Red,The Wither,"21126-1"
Red,Sea Jet,"5521-1"
Red,Ultimate LEGO Vehicle Building Set,"5489-1"
Red,LEGO Build & Play [Blue Tub],"5573-1"
Red,Battle Suit Macy,"70363-1"
Red,Fisherman,"3717-1"
Red,Twin-Arm Launcher,"6039-1"
Red,Breakdown Truck and Car,"382-1"
Red,Trial Size Imagination,"1603-1"
Red,Maula’s Ice Mammoth Stomper,"70145-1"
Red,Advent Calendar 1999 (Day 24) Santa,"1076-25"
Red,Town Bank,"1490-1"
Red,Tow Truck and Car,"651-1"
Red,Crane Grab,"1125-1"
Red,Extra Bricks Red,"800-2"
Red,Fire Truck,"602-2"
Red,Radical Racer,"2912-1"
Red,Racer,"30473-1"
Red,Samurai,"71008-12"
Red,Imperial Shuttle Tydirium,"75094-1"
Red,Vacation Hideaway,"6592-1"
Red,Fighter Plane Attack,"7198-1"
Red,Build with Bricks Bucket {Red Bucket},"4029-1"
Red,Coca-Cola PK Kicker,"4459-1"
Red,Classic King,"71008-1"
Red,Dragon's Forge,"70627-1"
Red,MT-51 Claw-Tank Ambush,"7697-1"
Red,Basic Set,"1-7"
Red,Santa Claus in the Snow,"40000-1"
Red,Club Car,"4547-1"
Red,Demolition Site,"10734-1"
Red,Finnjet Ferry,"1575-1"
Red,Small Wheels with Axles (The Building Toy),"400-3"
Red,The Grand Tournament,"8779-1"
Red,Family,"194-1"
Red,Baja Buggy,"6518-1"
Red,Sand Storm Racer,"6528-1"
Red,Snowspeeder,"75144-1"
Red,London Bus,"760-2"
Red,Bob's Workshop,"3594-1"
Red,Individual 1 x 6 x 3 3-Pane Window (with glass),"700.C.2-1"
Red,Extreme Power Bike,"8371-1"
Red,Paulette Poodle's Living Room,"3788-1"
Red,Escape Glider,"70800-1"
Red,Mickey's Car Garage,"4166-1"
Red,Amusement Park Arcade,"41127-1"
Red,JAW Beast vs. STORMER,"44016-1"
Red,Ariel's Dolphin Carriage,"10723-1"
Red,Mobile crane,"855-1"
Red,Duplo Farm Polybag (calf),"30067-2"
Red,Creations and Bricks {Red Tub},"4400-1"
Red,Advent Calendar 2010 City (Day 9) Toy Airplane,"2824-10"
Red,Chameleon Hunter,"8114-1"
Red,Speedboat,"2188-1"
Red,Build-A-Rabbit,"1545-1"
Red,Emergency Rescue Box,"5493-1"
Red,LEGO Truck,"10156-1"
Red,Mobile Rocket Launcher,"462-1"
Red,Police Mobile Patrol,"644-2"
Red,Railroad Tractor Flatbed,"4543-1"
Red,Public Works Center,"6383-1"
Red,X-wing Fighter - UCS,"7191-1"
Red,Scary Laboratory,"1382-1"
Red,Battle Arachnoid,"8112-1"
Red,Cargo Crane,"4514-1"
Red,Extra Soft Bricks,"9022-1"
Red,Gear Set,"801-1"
Red,Transportation,"4407-1"
Red,Motor Movers,"4094-1"
Red,Jeep,"7803-1"
Red,Dining Suite,"290-2"
Red,Pink Brick Box,"5585-1"
Red,Hulk vs. Red Hulk,"76078-1"
Red,Tanker,"10016-1"
Red,Universal Building Set,"8050-1"
Red,Transport Truck,"335-2"
Red,Articulated Lorry,"683-1"
Red,"1 x 4 x 2 Window in Frame","214.4-1"
Red,Racing Car,"1825-1"
Red,Swimming Champion - Complete Set,"8831-1"
Red,Baggage Carts,"622-2"
Red,Rey's Speeder™,"75099-1"
Red,Theater with Play-Scenes,"1516-1"
Red,Traitor Transport (with Cave),"6099-1"
Red,Pridak,"8921-1"
Red,Piggy Plane Attack,"75822-1"
Red,Woody's Roundup!,"7594-1"
Red,Fire and Rescue Team,"10538-1"
Red,Rock Raiders,"4930-1"
Red,Vacation Camper,"6590-1"
Red,Load and Haul Railroad,"4563-1"
Red,"LEGO Store Grand Opening Exclusive Set, South Shore Plaza, Braintree, MA",Braintree-1
Red,Locomotive Wheels,"5064-1"
Red,Ikir Creature of Fire,"71303-1"
Red,"Advent Calendar 2013, Star Wars (Day 20) - Jedi Starfighter","75023-21"
Red,Venomari Shrine,"9440-1"
Red,Small Bucket,"1881-1"
Red,Monthly Mini Model Build December 2014 - Gingerbread House,"40105-1"
Red,Freight Loading Station,"4557-1"
Red,Surface Hopper,"6806-1"
Red,Custom Car Garage,"10200-1"
Red,Manual Level Crossing,"4539-1"
Red,Train Wagon Wheels in Red,"41-1"
Red,Classic Picture Frame,"850702-1"
Red,BR LEGO Minifigure,"5001121-1"
Red,Air Ambulance,"2064-1"
Red,Box of Bricks,"4421-1"
Red,Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush,"2824-19"
Red,{Ducks},"852995-1"
Red,Nest Dive,"70105-1"
Red,Advent Calendar 2006 City (Day  1) Construction Worker,"7904-2"
Red,Twisted Time Train,"6497-1"
Red,Police Pursuit,"4437-1"
Red,Graveyard Duel,"4766-1"
Red,Advent Calendar 2007 Belville (Day  6) Tea Set,"7600-7"
Red,Renegade Runner,"6268-1"
Red,Western Train Chase,"7597-1"
Red,Snake Canyon,"8896-1"
Red,Individual 1 x 6 x 4 Panorama Window (with glass),"700.C.1-1"
Red,Fire Boat,"4025-1"
Red,Glider,"2707-1"
Red,Advent Calendar 2007 City (Day  5) Barricade,"7907-6"
Red,Dragon Bolt,"44009-1"
Red,Lennox' Lion Attack,"70002-1"
Red,"LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale AZ",Glendale-1
Red,Math Machines Set,"9544-1"
Red,Coast Guard Platform,"4210-1"
Red,Red/Black Plates,"1327-1"
Red,Ice Rally,"8124-1"
Red,Rock Island Refuge,"6273-1"
Red,McLaren Mercedes Pit Stop,"75911-1"
Red,Traveler,"7567-1"
Red,OverBorg Attack,"70722-1"
Red,Harry and the Hungarian Horntail,"4767-1"
Red,Advent Calendar 2004 Creator (Day 21) Santa,"4924-22"
Red,Fire Rescue,"4031-1"
Red,Advent Calendar 2002 Creator (Day 15) Duck,"4524-16"
Red,Fire Truck,"8289-1"
Red,Lobster-Lovin’ Batman™,"71017-1"
Red,Maersk Line [Promotional Container Ship],"1650-1"
Red,Fangpyre Truck Ambush,"9445-1"
Red,Jetport Fire Squad,"6440-1"
Red,Firefighter's Lift Truck,"6477-1"
Red,Firefighter,"7043-1"
Red,Sabah Promotional Set: Plane,"1777-1"
Red,Ferrari 248 F1 1:24 (Alice version),"8142-2"
Red,Batman Classic TV Series - Mr. Freeze,"30603-1"
Red,Goods Wagon,"124-1"
Red,"2 x 4 Ridge Roof Tile Low Sloped Red",B005-1
Red,Supernova,"7712-1"
Red,Number Train,"10558-1"
Red,Flamenco Dancer - Complete Set,"8827-6"
Red,"Advent Calendar 2014, Friends (Day 7) - Table","41040-8"
Red,Hot Rod,"10151-1"
Red,Basic Building Set,"327-1"
Red,Pneumatics I: Introduction to Air Power Set,"9617-1"
Red,Quad Bike,"42034-1"
Red,Passenger Wagon Blue (White Box),"4186876-1"
Red,Classic Building Table,"1194-1"
Red,Large House Set,"5-4"
Red,Advent Calendar 2007 Belville (Day 16) Fireplace,"7600-17"
Red,"9V Platform and Mini-Figures","4186875-1"
Red,Stealth Swimmer - Team GB Complete Set with Stand and Accessories,"8909-2"
Red,Catapult,"1289-1"
Red,Duplo Bulk Set,"9027-1"
Red,Fire Station,"6168-1"
Red,Bug Obliterator,"70705-1"
Red,Royal Joust,"6095-1"
Red,Basic Building Set,"304-1"
Red,Bounty Hunter Gunship,"7930-1"
Red,Republic Attack Gunship,"7676-1"
Red,Witch's Windship,"6037-1"
Red,Telephone Repair,"6422-1"
Red,Seaside House,"7346-1"
Red,Batman & Superman vs. Lex Luthor,"10724-1"
Red,Mia's Magic Tricks,"41001-1"
Red,Kai foil pack #2,NIN561609-1
Red,Red/Blue Beams,"1332-1"
Red,Assault on Hoth,"75098-1"
Red,X-1 Ninja Charger,"70727-1"
Red,VW Auto Showroom,"1307-1"
Red,Flying Ninja Fortress,"6093-1"
Red,Advent Calendar 2005 City (Day  9) Construction Worker,"7324-10"
Red,Fire Engine,"6486-1"
Red,Orange Fish,"3223-1"
Red,Millennium Falcon,"7965-1"
Red,Police Station,"60047-1"
Red,Road Construction Building Set,"5930-1"
Red,Hang-Glider,"6585-1"
Red,Tow Truck,"601-2"
Red,Ariel's Undersea Castle,"10515-1"
Red,Off-Road 4x4,"5510-1"
Red,Mindstorms Education Resource Set,"9695-1"
Red,NINJAGO Accessory Set,"853687-1"
Red,Doc Ock Truck Heist,"76015-1"
Red,Assortment of Plate Pieces,"9857-1"
Red,Snowman,"10079-1"
Red,Horses and Saddles,"5394-1"
Red,Heartlake High,"41005-1"
Red,CHI Waterfall,"70102-1"
Red,Advent Calendar 2002 Creator (Day  5) Car,"4524-6"
Red,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],"2148-2"
Red,Basic Building Set Trial Size,"1678-1"
Red,Supermarket Suitcase,"10684-1"
Red,Garden Set,"5415-1"
Red,Guardsman,"1929-1"
Red,Helicopter Arrest,"60009-1"
Red,Actor 3,"4065-1"
Red,Star Wars Magnet Set,"852844-1"
Red,Charlie Crow's Carry-All,"3634-1"
Red,Beta I Command Base,"6970-1"
Red,Helicopter Transport,"6328-1"
Red,Lagoon Lock-Up,"6267-1"
Red,Blue Bucket,"4696-1"
Red,Daredevil Flight Squad,"6582-1"
Red,Front Loader,"8265-1"
Red,Thunder Fury,"7702-1"
Red,Captain America,"41589-1"
Red,Mini Bulldozer,"5627-1"
Red,"25th Anniversary Silver Bucket","3027-1"
Red,Melting Room,"70801-1"
Red,Individual 1 x 2 x 4 Door (with glass),"700.C.6-1"
Red,Red/Black Plates,"1329-1"
Red,Solo Trainer,"6673-1"
Red,Beach Bandit,"6534-1"
Red,Baseball Player - Complete Set,"8803-16"
Red,Temple of the Crystal Skull,"7627-1"
Red,Universal Building Set,"114-1"
Red,Dino Head Attack,"1354-1"
Red,Grand Emporium,"10211-1"
Red,Trike Buggy,"3000-1"
Red,Heart 2008,"2008-1"
Red,Bridge Walker vs. White Lightning,"7713-1"
Red,The Batmobile: Two-Face's Escape,"7781-1"
Red,Cafe Corner,"10182-1"
Red,Fire Squad HQ,"4657-1"
Red,Imperial Star Destroyer,"75055-1"
Red,Vacation Getaways,"31052-1"
Red,Wild Windup,"4093-1"
Red,Ambush in Cairo,"7195-1"
Red,"Advent Calendar 2012, City (Day 19) Firefighter with Cup","4428-20"
Red,"Coin Bank, Pharaoh's Quest","853175-1"
Red,Rebel Wrecker,"8858-1"
Red,Helicopter,"2710-1"
Red,Mini Basic Set,"1901-2"
Red,Heartlake Skate Park,"41099-1"
Red,Bucket Wheel Excavator,"42055-1"
Red,Small Freestyle Bucket,"4133-1"
Red,Police Headquarters,"370-1"
Red,Helicopter Pursuit,"60067-1"
Red,Advent Calendar 2011 City (Day 8) Bed,"7553-9"
Red,"9V Micromotor","9849-1"
Red,"LEGO Store Grand Opening Exclusive Set, Queens Center Mall, Elmhurst, NY",Elmhurst-1
Red,Fireball Catapult,"8873-1"
Red,Black Monarch's Castle,"6085-1"
Red,Kitchen Sink and Cupboards,"292-1"
Red,F6 Truck,"8656-1"
Red,Fantastic Flyers & Cool Cars Bucket,"4117-1"
Red,Breezeway Cafe (Breezeway Café),"6376-1"
Red,Ultimate Wheels (Kohl's Exclusive),"4047-1"
Red,General Magmar's Siege Machine of Doom,"70321-1"
Red,Millennium Falcon™,"75105-1"
Red,Knights Challenge,"1584-1"
Red,Ship,"2722-1"
Red,Tahu Uniter of Fire,"71308-1"
Red,Mountain Climber - Complete Set,"71002-9"
Red,Basic Bricks,"1857-1"
Red,Stephanie's Beach House,"41037-1"
Red,Tow Truck,"20008-1"
Red,Valentine’s day,FR561602-1
Red,Construction Crew,"6481-1"
Red,Rebel Roadster,"6538-1"
Red,Space Mini-Figures,"0012-1"
Red,"24-in-1 Holiday Countdown","40222-1"
Red,Fork Lift with Driver,"615-2"
Red,Gingerbread House,"40139-1"
Red,Mini-Fig Headgear,"10067-1"
Red,Vladek (European version without Cards),"8774-1"
Red,Child's Bedroom,"266-1"
Red,LEGO Stores Easter Chick in egg for 2004,"4212847-1"
Red,Sliding Gates and Rails,"5077-1"
Red,Coast Guard Patrol Boat and Tower,"7739-1"
Red,Fire Emergency Van,"672-1"
Red,Reindeer,"10070-1"
Red,Santa,"40206-1"
Red,Street Sweeper,"6645-1"
Red,Pop Star Tour Bus,"41106-1"
Red,"Bounty Hunter Speeder Bike"" Battle Pack","75167-1"
Red,Race Car,"60053-1"
Red,Trolls' Mountain Fortress,"7097-1"
Red,Ultimate Speedor Tournament,"70115-1"
Red,Haunted Lighthouse,"75903-1"
Red,Tow Truck,"6656-1"
Red,Large & Small Wheels & Turn-Table,"314-2"
Red,Octan Racer,"1890-1"
Red,Ripslinger's Air Race,"10510-1"
Red,Paradise Playground,"6403-1"
Red,Fun and Adventure,"4023-1"
Red,Indian Chief,"2845-1"
Red,Wave Master,"6596-1"
Red,Fire Helicopter,"8253-1"
Red,Rally Support Truck,"8850-1"
Red,Ambulance,"7890-1"
Red,Scooter,"199-1"
Red,Friends Calendar [English],"850581-1"
Red,Truck & Payloader,"492-1"
Red,LEGO Champion,"3861-1"
Red,Race Truck,"8041-1"
Red,Railway Express with Transformer and Speed Regulator,"4561-1"
Red,Helicopter Transporter,"60049-1"
Red,Marceline the Vampire Queen,"71285-1"
Red,Ninja Knights,"4805-1"
Red,Ferrari F1 Pit 1:55,"8155-1"
Red,Launch & Load Seaport,"6542-1"
Red,Special Elements for Mini Sets,"9954-1"
Red,Mine Mech,"8957-1"
Red,Boat,"2069-1"
Red,Road and Rail Maintenance,"4546-1"
Red,Small Bucket,"1617-1"
Red,Republic Swamp Speeder - Limited Edition,"8091-1"
Red,Loader and Tipper,"4201-1"
Red,Cargo Heli,"31029-1"
Red,Coca-Cola Bench,"4461-1"
Red,"Gates and Fence, Red (System)","494-1"
Red,Slammer G-Force,"8470-1"
Red,Final Flight of Destiny’s Bounty,"70738-1"
Red,Bad,"7971-1"
Red,Sea Plane,"712-1"
Red,Street Crew,"542-1"
Red,Tanker Truck Takedown,"76067-1"
Red,Monster Truck,"42005-1"
Red,Exo Stealth,"8385-1"
Red,Royal Guard - Complete Set,"8805-3"
Red,Frax' Phoenix Flyer,"30264-1"
Red,Mummy and Cart,"1183-1"
Red,Gator Landing,"6563-1"
Red,Sith Nightspeeder,"7957-1"
Red,Plumber - Complete Set,"71000-16"
Red,Indy Transport,"6335-1"
Red,CHI Battles,"70113-1"
Red,Weetabix Dragster,"1898-1"
Red,"2 x 4 Bricks","1217-2"
Red,Glove World,"3816-1"
Red,My First Fire Station,"6138-1"
Red,Ocean Explorer,"42064-1"
Red,Town Accessories,"5137-1"
Red,Emperor's Stronghold,"3053-1"
Red,Creative Building Box,"10695-1"
Red,Doctor Who,"21304-1"
Red,Train Couplers and Wheels (System),"403-3"
Red,Fire Fighting Boat,"4020-1"
Red,"2 x 8 Red Bricks","3467-1"
Red,Sleeping Beauty's Royal Bedroom,"41060-1"
Red,Fire Station with Mini Cars,"347-1"
Red,Truck with Flatbed,"334-1"
Red,Scorpion Palace,"7418-1"
Red,Large Farm,"45007-1"
Red,Surveillance Squad,"6348-1"
Red,FIRST LEGO League Challenge 2006 - Nano Quest,"9763-1"
Red,Super Wrestler - Complete Set,"8683-10"
Red,Ultimate Race Set,"9485-1"
Red,"2 x 2 Bricks (System)","420-4"
Red,"Advent Calendar 2013, Friends (Day 18) - Snowman","41016-19"
Red,Cavalry Builder Set,"79106-1"
Red,Protector of Ice,"70782-1"
Red,Titanium Ninja Tumbler,"70588-1"
Red,Basic Building Set Gift Item,"1513-2"
Red,Jet Ray,"8518-1"
Red,Stunt Bike,"42058-1"
Red,Imperial Outpost,"6263-1"
Red,Mobile Crane MK II,"42009-1"
Red,Stephanie's House,"41314-1"
Red,Snowboard Super Pipe,"3585-1"
Red,Highway Speedster,"31006-1"
Red,Fire Station,"374-1"
Red,Bricks with Groove and Garage Panels,"5187-1"
Red,"Legoland California Truck, Limited Edition","3442-1"
Red,Bus Stop,"696-1"
Red,Unimog U400,"8110-1"
Red,Creative Bucket,"10555-1"
Red,Classic Pirate Set,"850839-1"
Red,Iron Man,"41590-1"
Red,Deep Sea Predator,"6155-1"
Red,Basic Set,"4-3"
Red,Advent Calendar 2008 Castle  (Day 8) - Archery Target,"7979-9"
Red,Delivery Van,"6624-1"
Red,Destroyer Droid™ / Star Wars Destroyer Droid,"8002-1"
Red,Large Freestyle Bucket,"4152-1"
Red,"The Golden Palace, Blue Box","5858-1"
Red,"Hannah Hippopotamus, Gardener","3787-1"
Red,Volcano Heavy-Lift Helicopter,"60125-1"
Red,Basic Building Set,"120438-1"
Red,Passenger Carriage / Sleeper,"7815-1"
Red,Metro Station,"4554-1"
Red,Shuttle Expedition,"10231-1"
Red,Mistlands Tower,"8823-1"
Red,Fun with Bricks (4293364) - with Minifigs,"4103-2"
Red,LEGO Truck,"2148-1"
Red,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment","4428-9"
Red,Ghostly Hideout,"1596-1"
Red,Advent Calendar 1999,"1076-1"
Red,LEGO Japan Santa,lmg010-1
Red,Airplanes,"311-4"
Red,Dwarves' Mine Defender,"7040-1"
Red,Mobile Crane,"670-1"
Red,"The Joker"" Notorious Lowrider","70906-1"
Red,Red Recon Flyer,"4615-1"
Red,LEGO Inside Tour (LIT) Exclusive 2009 Edition - Ole Kirk's House,LIT2009-1
Red,First Aid Jungle Bike,"41032-1"
Red,Rally Car,"619-1"
Red,Shadow Troopers,"75079-1"
Red,Red Ace,"8493-1"
Red,Rapunzel’s Creativity Tower,"41054-1"
Red,Racing Truck,"5563-1"
Red,Cargo Crane,"4552-1"
Red,Lego Basic Just Bricks,"9251-1"
Red,Duel Racers,"4587-1"
Red,Flower Fairy Party [Purple/Silver Box],"5862-2"
Red,Heartlake Party Shop,"41132-1"
Red,Magnets and Magnet Holders,"5397-1"
Red,Turkey,"10090-1"
Red,Danone Promotional Set: Duck,"2130-1"
Red,Beach Excursion,"10677-1"
Red,Speedboat,"7244-1"
Red,Ferrari Finish Line,"8672-1"
Red,Ole Kirk's House,"4000007-1"
Red,Infearno Interception,"70162-1"
Red,"Plates, Red","5147-1"
Red,Amazon Crossing,"6490-1"
Red,Heartlake News Van,"41056-1"
Red,Robo Technology Set [USB Cable],"9786-1"
Red,Rogue Knight Battleship,"8821-1"
Red,Technic 40 year anniversary model (42057 + 42061 + 42063),"42063-40"
Red,Gelu,"8988-1"
Red,Claw Digger,"8959-1"
Red,Basic Bricks with Fun Figures,"5587-1"
Red,Summer Picnic,"30108-1"
Red,Train Level Crossing,"10128-1"
Red,EVO XL Machine,"44022-1"
Red,Advent Calendar 2011 City (Day 18) Robber with Crowbar,"7553-19"
Red,Large Bucket,"4288-1"
Red,Helicopter Surveillance,"60046-1"
Red,CREATOR Strata Red {Red Tub},"4279-1"
Red,Advent Calendar 2010 City (Day 12) Sled with Wood and Axe,"2824-13"
